"Rk,Player,WS,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional"
"664,Darren Daye,1.2,1.2,1987-88,27,BOS,47,8,655,112,217,112,216,0,1,59,87,30,46,76,71,29,4,44,68,283,.516,.519,.000,.678,.554,.516,F-G,dayeda01"
"665,Semi Ojeleye,1.2,1.2,2017-18,23,BOS,73,0,1150,65,188,25,63,40,125,25,41,37,124,161,20,21,4,25,91,195,.346,.397,.320,.610,.473,.452,F,ojelese01"
"666,Rich Johnson,1.2,1.2,1969-70,23,BOS,65,,898,167,361,167,361,,,46,70,,,208,32,,,,155,380,.463,.463,,.657,.485,.463,C,johnsri01"
"667,Bob Harris,1.2,1.2,1950-51,23,BOS,44,,,85,238,85,238,,,71,107,,,247,56,,,,138,241,.357,.357,,.664,.423,.357,F-C,harribo01"
"668,Wayne Embry,1.1,1.1,1967-68,30,BOS,78,,1088,193,483,193,483,,,109,185,,,321,52,,,,174,495,.400,.400,,.589,.439,.400,C-F,embrywa01"
"669,Glenn McDonald,1.1,1.1,1975-76,23,BOS,75,,1019,191,456,191,456,,,40,56,56,79,135,68,39,20,,123,422,.419,.419,,.714,.439,.419,F-G,mcdongl01"
"670,Rajon Rondo,1.1,1.1,2013-14,27,BOS,30,30,998,141,350,115,260,26,90,42,67,22,142,164,294,40,2,99,65,350,.403,.442,.289,.627,.461,.440,G,rondora01"
"671,Nate Robinson,1.1,1.1,2010-11,26,BOS,55,11,983,146,361,83,169,63,192,33,40,15,74,89,105,29,4,66,107,388,.404,.491,.328,.825,.512,.492,G,robinna01"
"672,M.L. Carr,1.1,1.1,1980-81,30,BOS,41,7,655,97,216,96,202,1,14,53,67,26,57,83,56,30,18,47,74,248,.449,.475,.071,.791,.505,.451,F-G,carrml01"
"673,Kenny Anderson,1.1,1.1,2000-01,30,BOS,33,28,849,88,227,77,194,11,33,59,71,16,57,73,134,44,2,52,62,246,.388,.397,.333,.831,.476,.412,G,anderke01"
"674,Saul Mariaschin,1.1,1.1,1947-48,23,BOS,43,,,125,463,125,463,,,83,117,,,,60,,,,121,333,.270,.270,,.709,.324,.270,G,mariasa01"
"675,Jack Garfinkel,1.1,1.1,1947-48,29,BOS,43,,,114,380,114,380,,,35,46,,,,59,,,,78,263,.300,.300,,.761,.329,.300,G,garfija01"
"676,Javonte Green,1.1,1.1,2019-20,26,BOS,48,2,468,63,126,54,93,9,33,28,42,24,69,93,26,24,8,23,43,163,.500,.581,.273,.667,.564,.536,F,greenja02"
"677,Steve Kuberski,1.1,1.1,1976-77,29,BOS,76,,860,131,312,131,312,,,63,83,76,133,209,39,7,5,,89,325,.420,.420,,.759,.466,.420,F-C,kuberst01"
"678,Brian Scalabrine,1.1,1.1,2008-09,30,BOS,39,8,504,48,114,24,53,24,61,16,18,7,43,50,18,7,10,12,73,136,.421,.453,.393,.889,.558,.526,F,scalabr01"
"679,Charles Smith,1.1,1.1,1989-90,22,BOS,60,0,519,59,133,59,126,0,7,53,76,14,55,69,103,35,3,36,75,171,.444,.468,.000,.697,.514,.444,G,smithch02"
"680,Bob Brannum,1.1,1.1,1954-55,28,BOS,71,,1623,176,465,176,465,,,90,127,,,492,127,,,,232,442,.378,.378,,.709,.424,.378,F-C,brannbo01"
"681,Grant Williams,1.1,1.1,2020-21,22,BOS,63,9,1138,108,247,60,118,48,129,30,51,48,130,178,64,32,24,56,161,294,.437,.508,.372,.588,.546,.534,F,willigr01"
"682,Evan Fournier,1.1,1.1,2020-21,28,BOS,16,10,472,77,172,33,77,44,95,10,14,5,48,53,49,20,10,19,41,208,.448,.429,.463,.714,.584,.576,G-F,fournev01"
"683,Mal Graham,1.1,1.1,1967-68,22,BOS,48,,786,117,272,117,272,,,56,88,,,94,61,,,,123,290,.430,.430,,.636,.467,.430,G,grahama01"
"684,Jermaine O'Neal,1.1,1.1,2011-12,33,BOS,25,24,570,52,120,52,120,0,0,21,31,37,98,135,10,8,43,21,80,125,.433,.433,,.677,.468,.433,C-F,onealje01"
"685,John Bagley,1.1,1.1,1989-90,29,BOS,54,17,1095,100,218,99,200,1,18,29,39,26,63,89,296,40,4,90,77,230,.459,.495,.056,.744,.489,.461,G,baglejo01"
"686,Von Wafer,1.1,1.1,2010-11,25,BOS,58,2,553,67,159,49,92,18,67,32,38,7,42,49,35,18,5,20,39,184,.421,.533,.269,.842,.524,.478,G,wafervo01"
"687,Jim Barnes,1.1,1.1,1969-70,28,BOS,77,,1049,178,434,178,434,,,95,128,,,350,52,,,,229,451,.410,.410,,.742,.460,.410,C-F,barneji01"
"688,Pervis Ellison,1.1,1.1,1997-98,30,BOS,33,8,447,40,70,40,70,0,0,20,34,52,57,109,31,20,31,28,90,100,.571,.571,,.588,.589,.571,F-C,ellispe01"
"689,Aaron Nesmith,1.1,1.1,2020-21,21,BOS,46,1,669,78,178,38,70,40,108,22,28,28,99,127,23,15,9,23,87,218,.438,.543,.370,.786,.573,.551,G-F,nesmiaa01"
"690,Hank Finkel,1.0,1.0,1971-72,29,BOS,78,,736,103,254,103,254,,,43,74,,,251,61,,,,118,249,.406,.406,,.581,.434,.406,C,finkeha01"
"691,David Thirdkill,1.0,1.0,1985-86,25,BOS,49,0,385,54,110,54,109,0,1,55,88,27,43,70,15,11,3,19,55,163,.491,.495,.000,.625,.548,.491,F-G,thirdda01"
"692,Tyler Zeller,1.0,1.0,2016-17,27,BOS,51,5,525,78,158,78,157,0,1,22,39,43,81,124,42,7,21,20,61,178,.494,.497,.000,.564,.508,.494,F-C,zellety01"
"693,Dee Brown,1.0,1.0,1991-92,23,BOS,31,20,883,149,350,144,328,5,22,60,78,15,64,79,164,33,7,59,74,363,.426,.439,.227,.769,.472,.433,G,brownde01"
"694,Pete Maravich,1.0,1.0,1979-80,32,BOS,26,4,442,123,249,120,245,3,4,50,55,10,28,38,29,9,2,37,49,299,.494,.490,.750,.909,.547,.500,G,maravpe01"
"695,Jack Nichols,1.0,1.0,1957-58,31,BOS,69,,1224,170,484,170,484,,,59,80,,,302,63,,,,123,399,.351,.351,,.738,.384,.351,C-F,nichoja01"
"696,Jim Paxson,1.0,1.0,1987-88,30,BOS,28,2,538,94,191,92,178,2,13,54,61,7,20,27,49,23,4,28,44,244,.492,.517,.154,.885,.560,.497,G-F,paxsoji02"
"697,Dan Swartz,1.0,1.0,1962-63,28,BOS,39,,335,57,150,57,150,,,61,72,,,88,21,,,,92,175,.380,.380,,.847,.482,.380,F,swartda01"
"698,Harry Boykoff,1.0,1.0,1950-51,28,BOS,32,,,78,203,78,203,,,45,63,,,135,40,,,,130,201,.384,.384,,.714,.436,.384,C,boykoha01"
"699,Courtney Lee,1.0,1.0,2013-14,28,BOS,30,0,504,90,183,67,131,23,52,18,22,8,41,49,32,20,9,25,37,221,.492,.511,.442,.818,.573,.555,G,leeco01"
"700,Marvin Barnes,1.0,1.0,1978-79,26,BOS,38,,796,133,271,133,271,,,43,66,57,120,177,53,38,39,68,144,309,.491,.491,,.652,.515,.491,F-C,barnema01"
"701,Bob McAdoo,1.0,1.0,1978-79,27,BOS,20,,637,167,334,167,334,,,77,115,36,105,141,40,12,20,64,55,411,.500,.500,,.670,.534,.500,C-F,mcadobo01"
"702,Art Spector,1.0,1.0,1947-48,27,BOS,48,,,67,243,67,243,,,60,92,,,,17,,,,106,194,.276,.276,,.652,.342,.276,F,spectar01"
"703,Kevin Gamble,1.0,1.0,1988-89,23,BOS,44,6,375,75,136,73,125,2,11,35,55,11,31,42,34,14,3,19,40,187,.551,.584,.182,.636,.584,.559,F-G,gamblke01"
"704,Grant Williams,1.0,1.0,2022-23,24,BOS,11,3,293,32,52,15,18,17,34,14,18,8,40,48,19,7,8,8,31,95,.615,.833,.500,.778,.793,.779,F,willigr01"
"705,Dana Barros,1.0,1.0,1996-97,29,BOS,24,8,708,110,253,67,148,43,105,37,43,5,43,48,81,26,6,39,34,300,.435,.453,.410,.860,.552,.520,G,barroda01"
"706,Brad Wanamaker,1.0,1.0,2018-19,29,BOS,36,0,343,50,105,34,66,16,39,24,28,3,38,41,56,12,2,19,34,140,.476,.515,.410,.857,.597,.552,G,wanambr01"
"707,Delonte West,0.9,0.9,2004-05,21,BOS,39,7,507,66,155,42,88,24,67,19,27,14,51,65,53,21,8,24,69,175,.426,.477,.358,.704,.524,.503,G,westde01"
"708,Brad Lohaus,0.9,0.9,1987-88,23,BOS,70,4,718,122,246,119,233,3,13,50,62,46,92,138,49,20,41,59,123,297,.496,.511,.231,.806,.543,.502,F-C,lohaubr01"
"709,Raef LaFrentz,0.9,0.9,2003-04,27,BOS,17,1,328,57,124,49,84,8,40,10,13,30,49,79,24,8,13,11,47,132,.460,.583,.200,.769,.509,.492,F-C,lafrera01"
"710,Rajon Rondo,0.9,0.9,2014-15,28,BOS,22,22,699,81,200,73,168,8,32,12,36,25,140,165,237,37,3,75,42,182,.405,.435,.250,.333,.422,.425,G,rondora01"
"711,Brian Scalabrine,0.9,0.9,2006-07,28,BOS,54,17,1027,77,191,33,81,44,110,18,23,24,81,105,59,23,18,44,130,216,.403,.407,.400,.783,.537,.518,F,scalabr01"
"712,Sherman Douglas,0.9,0.9,1991-92,25,BOS,37,0,654,101,222,100,213,1,9,68,100,12,45,57,153,21,9,60,68,271,.455,.469,.111,.680,.509,.457,G,douglsh01"
"713,Jim Ard,0.9,0.9,1975-76,27,BOS,81,,853,107,294,107,294,,,71,100,96,193,289,48,12,36,,141,285,.364,.364,,.710,.422,.364,F-C,ardji01"
"714,Leandro Barbosa,0.9,0.9,2012-13,30,BOS,41,2,513,83,193,65,146,18,47,31,41,8,38,46,58,17,6,21,51,215,.430,.445,.383,.756,.509,.477,G,barbole01"
"715,Chris Carr,0.9,0.9,2000-01,26,BOS,35,0,309,53,112,36,75,17,37,46,60,11,33,44,11,4,3,19,45,169,.473,.480,.459,.767,.611,.549,G,carrch01"
"716,David Lee,0.9,0.9,2015-16,32,BOS,30,4,470,87,192,87,191,0,1,40,51,41,89,130,54,12,13,38,51,214,.453,.455,.000,.784,.499,.453,F,leeda02"
"717,Al Horford,0.9,0.9,2022-23,36,BOS,10,10,314,43,77,21,31,22,46,4,7,9,52,61,21,4,7,7,21,112,.558,.677,.478,.571,.699,.701,C-F,horfoal01"
"718,Tom Thacker,0.9,0.9,1967-68,28,BOS,65,,782,114,272,114,272,,,43,84,,,161,69,,,,165,271,.419,.419,,.512,.439,.419,G-F,thackto01"
"719,Joe Kleine,0.9,0.9,1988-89,27,BOS,28,2,498,59,129,59,128,0,1,53,64,49,88,137,32,15,5,37,66,171,.457,.461,.000,.828,.544,.457,C,kleinjo01"
"720,Rick Carlisle,0.9,0.9,1985-86,26,BOS,77,1,760,92,189,92,179,0,10,15,23,22,55,77,104,19,4,50,92,199,.487,.514,.000,.652,.500,.487,G,carliri01"
"721,Rick Robey,0.9,0.9,1982-83,27,BOS,59,6,855,100,214,100,214,0,0,45,78,79,140,219,65,13,8,72,131,245,.467,.467,,.577,.493,.467,C-F,robeyri01"
"722,Randy Brown,0.9,0.9,2000-01,32,BOS,54,35,1238,100,237,100,234,0,3,23,40,23,76,99,154,62,10,56,132,223,.422,.427,.000,.575,.438,.422,G,brownra02"
"723,Curtis Rowe,0.9,0.9,1977-78,28,BOS,51,,911,123,273,123,273,,,66,89,74,129,203,45,14,8,76,94,312,.451,.451,,.742,.500,.451,F,rowecu01"
"724,Delonte West,0.9,0.9,2010-11,27,BOS,24,2,453,55,120,43,87,12,33,13,15,6,31,37,64,20,10,30,29,135,.458,.494,.364,.867,.533,.508,G,westde01"
"725,Mark Acres,0.9,0.9,1988-89,26,BOS,62,0,632,55,114,54,113,1,1,26,48,59,87,146,19,19,6,23,94,137,.482,.478,1.000,.542,.507,.487,F-C,acresma01"
"726,Jim Loscutoff,0.9,0.9,1958-59,28,BOS,66,,1680,242,686,242,686,,,62,84,,,460,60,,,,285,546,.353,.353,,.738,.378,.353,F,loscuji01"
"727,Jim Loscutoff,0.9,0.9,1955-56,25,BOS,71,,1582,226,628,226,628,,,139,207,,,622,65,,,,213,591,.360,.360,,.671,.411,.360,F,loscuji01"
"728,Hank Finkel,0.9,0.9,1973-74,31,BOS,60,,427,60,130,60,130,,,28,43,41,94,135,27,3,7,,62,148,.462,.462,,.651,.497,.462,C,finkeha01"
"729,Kevin Stacom,0.9,0.9,1974-75,23,BOS,61,,447,72,159,72,159,,,29,33,30,25,55,49,11,3,,65,173,.453,.453,,.879,.499,.453,G,stacoke01"
"730,M.L. Carr,0.8,0.8,1982-83,32,BOS,77,0,883,135,315,132,296,3,19,60,81,51,86,137,71,48,10,79,140,333,.429,.446,.158,.741,.475,.433,F-G,carrml01"
"731,Tony Battie,0.8,0.8,2003-04,27,BOS,23,6,501,56,117,55,116,1,1,23,33,39,79,118,21,8,20,24,55,136,.479,.474,1.000,.697,.517,.483,C-F,battito01"
"732,Togo Palazzi,0.8,0.8,1955-56,23,BOS,63,,703,145,373,145,373,,,85,124,,,182,42,,,,87,375,.389,.389,,.685,.439,.389,F-G,palazto01"
"733,Johnny Bach,0.8,0.8,1948-49,24,BOS,34,,,34,119,34,119,,,51,75,,,,25,,,,24,119,.286,.286,,.680,.391,.286,F-G,bachjo01"
"734,Charlie Scott,0.8,0.8,1977-78,29,BOS,31,,1080,210,485,210,485,,,84,118,24,77,101,143,51,6,105,97,504,.433,.433,,.712,.469,.433,G-F,scottch01"
"735,Alton Lister,0.8,0.8,1995-96,37,BOS,57,14,647,47,96,47,96,0,0,39,62,60,191,251,15,6,39,44,121,133,.490,.490,,.629,.539,.490,C-F,listeal01"
"736,Dirk Minniefield,0.8,0.8,1987-88,27,BOS,61,6,868,83,173,80,162,3,11,27,32,22,53,75,190,44,3,77,107,196,.480,.494,.273,.844,.524,.488,G,minnidi01"
"737,Kedrick Brown,0.8,0.8,2003-04,22,BOS,21,10,408,45,99,33,67,12,32,8,13,18,50,68,25,17,2,12,38,110,.455,.493,.375,.615,.525,.515,G,brownke01"
"738,Nate Robinson,0.8,0.8,2009-10,25,BOS,26,0,382,63,157,27,70,36,87,8,13,5,33,38,51,22,0,20,50,170,.401,.386,.414,.615,.522,.516,G,robinna01"
"739,Bob Brannum,0.8,0.8,1952-53,26,BOS,71,,1900,188,541,188,541,,,110,185,,,537,147,,,,287,486,.348,.348,,.595,.390,.348,F-C,brannbo01"
"740,Kevin Stacom,0.8,0.8,1977-78,26,BOS,55,,1006,206,484,206,484,,,54,71,26,80,106,111,28,3,69,60,466,.426,.426,,.761,.452,.426,G,stacoke01"
"741,Jeff Teague,0.8,0.8,2020-21,32,BOS,34,5,616,78,188,52,132,26,56,51,61,10,47,57,73,26,7,39,43,233,.415,.394,.464,.836,.542,.484,G,teaguje01"
"742,Calbert Cheaney,0.8,0.8,1999-00,28,BOS,67,19,1309,120,273,102,219,18,54,9,21,23,115,138,80,44,14,46,158,267,.440,.466,.333,.429,.473,.473,G-F,cheanca01"
"743,Jim Ard,0.8,0.8,1976-77,28,BOS,63,,969,96,254,96,254,,,49,76,77,219,296,53,18,28,,128,241,.378,.378,,.645,.419,.378,F-C,ardji01"
"744,Artis Gilmore,0.8,0.8,1987-88,38,BOS,47,4,521,58,101,58,101,0,0,48,91,54,94,148,12,10,18,39,94,164,.574,.574,,.527,.581,.574,C,gilmoar01"
"745,Walter McCarty,0.8,0.8,2004-05,30,BOS,44,0,553,62,150,32,60,30,90,8,15,21,56,77,26,15,9,17,85,162,.413,.533,.333,.533,.517,.513,F,mccarwa01"
"746,Jaylen Brown,0.8,0.8,2022-23,26,BOS,12,12,437,112,234,82,150,30,84,50,59,12,70,82,39,10,6,35,34,304,.479,.547,.357,.847,.585,.543,F-G,brownja02"
"747,Greg Minor,0.8,0.8,1998-99,27,BOS,44,7,765,85,204,77,176,8,28,36,48,31,86,117,50,20,6,38,69,214,.417,.438,.286,.750,.475,.436,G-F,minorgr01"
"748,Milt Palacio,0.8,0.8,2001-02,23,BOS,41,0,518,52,135,40,101,12,34,36,51,8,42,50,54,21,3,24,38,152,.385,.396,.353,.706,.483,.430,G,palacmi01"
"749,K.C. Jones,0.8,0.8,1958-59,26,BOS,49,,609,65,192,65,192,,,41,68,,,127,70,,,,58,171,.339,.339,,.603,.385,.339,G,joneskc01"
"750,Michael Finley,0.8,0.8,2009-10,36,BOS,21,1,314,44,87,25,46,19,41,2,6,1,32,33,24,4,2,8,21,109,.506,.543,.463,.333,.608,.615,G-F,finlemi01"
"751,Javonte Green,0.8,0.8,2020-21,27,BOS,25,2,345,39,71,32,49,7,22,20,30,20,32,52,11,18,2,13,32,105,.549,.653,.318,.667,.624,.599,F,greenja02"
"752,Phil Pressey,0.8,0.8,2014-15,23,BOS,50,0,600,64,174,48,109,16,65,33,49,13,67,80,117,30,6,41,54,177,.368,.440,.246,.673,.453,.414,G,pressph01"
"753,Marcus Banks,0.7,0.7,2003-04,22,BOS,81,2,1385,177,442,150,356,27,86,99,131,30,103,133,175,88,13,125,171,480,.400,.421,.314,.756,.480,.431,G,banksma01"
"754,Tony Delk,0.7,0.7,2001-02,28,BOS,22,16,570,60,172,40,105,20,67,22,30,20,59,79,51,22,6,19,38,162,.349,.381,.299,.733,.437,.407,G,delkto01"
"755,Derrick White,0.7,0.7,2022-23,28,BOS,12,9,300,34,77,17,36,17,41,12,14,8,33,41,34,6,10,7,33,97,.442,.472,.415,.857,.583,.552,G,whitede01"
"756,Kendrick Perkins,0.7,0.7,2004-05,20,BOS,60,3,548,56,119,56,119,0,0,37,58,53,123,176,21,9,37,43,98,149,.471,.471,,.638,.515,.471,C,perkike01"
"757,Michael Smith,0.7,0.7,1989-90,24,BOS,65,7,620,136,286,134,258,2,28,53,64,40,60,100,79,9,1,54,51,327,.476,.519,.071,.828,.520,.479,F,smithmi01"
"758,Eric Riley,0.7,0.7,1998-99,28,BOS,35,11,337,28,54,28,54,0,0,22,31,36,63,99,13,9,26,26,73,78,.519,.519,,.710,.577,.519,C,rileyer01"
"759,Antoine Walker,0.7,0.7,2004-05,28,BOS,24,24,827,161,364,136,291,25,73,44,79,56,142,198,71,25,26,70,70,391,.442,.467,.342,.557,.490,.477,F,walkean02"
"760,Brian Shaw,0.7,0.7,1991-92,25,BOS,17,3,436,70,164,70,157,0,7,35,40,11,58,69,89,12,10,32,29,175,.427,.446,.000,.875,.482,.427,G,shawbr01"
"761,Mark Blount,0.7,0.7,2001-02,26,BOS,44,0,415,32,76,32,76,0,0,30,37,26,59,85,10,16,19,23,59,94,.421,.421,,.811,.509,.421,C,blounma01"
"762,Jerry Sichting,0.7,0.7,1987-88,31,BOS,24,1,370,44,82,42,74,2,8,8,12,5,16,21,60,14,0,14,30,98,.537,.568,.250,.667,.561,.549,G,sichtje01"
"763,Semi Ojeleye,0.7,0.7,2018-19,24,BOS,56,3,594,67,158,39,69,28,89,24,39,24,62,86,23,10,4,19,43,186,.424,.565,.315,.615,.531,.513,F,ojelese01"
"764,Sam Hauser,0.7,0.7,2022-23,25,BOS,12,0,181,32,59,7,8,25,51,3,4,4,21,25,7,3,3,1,16,92,.542,.875,.490,.750,.757,.754,F,hausesa01"
"765,Greg Kite,0.7,0.7,1986-87,25,BOS,74,1,745,47,110,47,109,0,1,29,76,61,108,169,27,17,46,34,148,123,.427,.431,.000,.382,.429,.427,C,kitegr01"
"766,Gene Guarilia,0.7,0.7,1961-62,24,BOS,45,,367,61,161,61,161,,,41,64,,,124,11,,,,56,163,.379,.379,,.641,.431,.379,F,guarige01"
"767,Billy Knight,0.7,0.7,1978-79,26,BOS,40,,1119,219,436,219,436,,,118,146,41,132,173,66,31,3,129,86,556,.502,.502,,.808,.556,.502,G-F,knighbi01"
"768,Lou Tsioropoulos,0.7,0.7,1956-57,26,BOS,52,,670,79,256,79,256,,,69,89,,,207,33,,,,135,227,.309,.309,,.775,.385,.309,F,tsiorlo01"
"769,Tayshaun Prince,0.7,0.7,2014-15,34,BOS,9,0,198,33,59,28,51,5,8,5,6,6,24,30,18,5,2,4,7,76,.559,.549,.625,.833,.616,.602,F,princta01"
"770,Sonny Hertzberg,0.7,0.7,1949-50,27,BOS,68,,,275,865,275,865,,,143,191,,,,200,,,,153,693,.318,.318,,.749,.365,.318,G,hertzso01"
"771,Walter McCarty,0.7,0.7,2000-01,26,BOS,60,3,478,45,126,26,70,19,56,22,28,24,57,81,39,14,7,20,82,131,.357,.371,.339,.786,.474,.433,F,mccarwa01"
"772,Scott Wedman,0.7,0.7,1982-83,30,BOS,40,0,503,94,205,93,195,1,10,20,30,29,45,74,31,20,6,32,83,209,.459,.477,.100,.667,.479,.461,F-G,wedmasc01"
"773,Shavlik Randolph,0.7,0.7,2012-13,29,BOS,16,0,198,28,48,28,48,0,0,11,27,28,42,70,4,8,7,10,38,67,.583,.583,,.407,.559,.583,F,randosh01"
"774,Darren Daye,0.6,0.6,1986-87,26,BOS,61,2,724,101,202,101,202,0,0,34,65,37,87,124,75,25,7,56,98,236,.500,.500,,.523,.512,.500,F-G,dayeda01"
"775,Art Spector,0.6,0.6,1948-49,28,BOS,59,,,130,434,130,434,,,64,116,,,,77,,,,111,324,.300,.300,,.552,.334,.300,F,spectar01"
"776,Greg Minor,0.6,0.6,1996-97,25,BOS,23,15,547,94,196,93,188,1,8,31,36,30,50,80,34,15,2,22,45,220,.480,.495,.125,.861,.519,.482,G-F,minorgr01"
"777,Phil Farbman,0.6,0.6,1948-49,24,BOS,21,,,21,78,21,78,,,30,38,,,,18,,,,36,72,.269,.269,,.789,.380,.269,F,farbmph01"
"778,Marcus Smart,0.6,0.6,2022-23,28,BOS,12,12,385,42,107,26,47,16,60,19,23,2,36,38,81,11,2,19,38,119,.393,.553,.267,.826,.508,.467,G,smartma01"
"779,Scot Pollard,0.6,0.6,2007-08,32,BOS,22,0,173,12,23,12,23,0,0,15,22,14,23,37,3,3,6,5,43,39,.522,.522,,.682,.597,.522,C,pollasc01"
"780,Brian Scalabrine,0.6,0.6,2007-08,29,BOS,48,9,512,29,94,14,48,15,46,15,20,22,57,79,40,9,8,26,63,88,.309,.292,.326,.750,.428,.388,F,scalabr01"
"781,Don Chaney,0.6,0.6,1978-79,32,BOS,65,,1074,174,414,174,414,,,36,42,63,78,141,75,72,11,65,167,384,.420,.420,,.857,.444,.420,G,chanedo01"
"782,Ron Grandison,0.6,0.6,1988-89,24,BOS,72,0,528,59,142,59,132,0,10,59,80,47,45,92,42,18,3,36,71,177,.415,.447,.000,.738,.499,.415,F,grandro01"
"783,Malcolm Brogdon,0.6,0.6,2022-23,30,BOS,11,0,253,53,111,39,73,14,38,31,36,10,32,42,39,6,2,22,14,151,.477,.534,.368,.861,.595,.541,G,brogdma01"
"784,Luke Kornet,0.6,0.6,2020-21,25,BOS,18,2,254,35,74,26,38,9,36,1,2,13,39,52,20,2,25,6,19,80,.473,.684,.250,.500,.534,.534,F,kornelu01"
"785,Guerschon Yabusele,0.6,0.6,2017-18,22,BOS,33,4,235,26,61,14,24,12,37,15,22,17,35,52,16,4,5,12,23,79,.426,.583,.324,.682,.559,.525,F,yabusgu01"
"786,Kevin Stacom,0.6,0.6,1976-77,25,BOS,79,,1051,179,438,179,438,,,46,58,40,57,97,117,19,3,,65,404,.409,.409,,.793,.436,.409,G,stacoke01"
"787,Jermaine O'Neal,0.6,0.6,2010-11,32,BOS,24,10,431,50,109,50,108,0,1,29,43,25,63,88,12,2,30,27,65,129,.459,.463,.000,.674,.504,.459,C-F,onealje01"
"788,Allan Ray,0.6,0.6,2006-07,22,BOS,47,5,710,100,259,52,143,48,116,42,55,18,51,69,43,20,3,42,85,290,.386,.364,.414,.764,.512,.479,G,rayal01"
"789,Keyon Dooling,0.6,0.6,2011-12,31,BOS,46,2,662,66,163,39,82,27,81,23,31,3,36,39,51,13,2,34,57,182,.405,.476,.333,.742,.515,.488,G,doolike01"
"790,Kendrick Perkins,0.6,0.6,2010-11,26,BOS,12,7,313,32,59,32,59,0,0,23,40,23,74,97,10,2,10,25,37,87,.542,.542,,.575,.568,.542,C,perkike01"
"791,Sam Hauser,0.6,0.6,2021-22,24,BOS,26,0,158,23,50,4,6,19,44,0,0,5,24,29,10,1,2,2,7,65,.460,.667,.432,,.650,.650,F,hausesa01"
"792,Jack Nichols,0.6,0.6,1953-54,27,BOS,60,,1251,133,385,133,385,,,88,116,,,296,81,,,,156,354,.345,.345,,.759,.406,.345,C-F,nichoja01"
"793,Gerald Green,0.6,0.6,2016-17,31,BOS,47,0,538,95,232,56,121,39,111,33,41,16,68,84,33,9,7,25,48,262,.409,.463,.351,.805,.524,.494,G-F,greenge01"
"794,Togo Palazzi,0.6,0.6,1954-55,22,BOS,53,,504,101,253,101,253,,,45,60,,,146,30,,,,60,247,.399,.399,,.750,.442,.399,F-G,palazto01"
"795,Brandon Hunter,0.6,0.6,2003-04,23,BOS,36,12,406,53,116,53,113,0,3,19,43,50,68,118,19,13,1,22,40,125,.457,.469,.000,.442,.463,.457,F,huntebr01"
"796,Tony Kappen,0.5,0.5,1946-47,27,BOS,18,,,25,91,25,91,,,24,38,,,,6,,,,17,74,.275,.275,,.632,.343,.275,G,kappeto01"
"797,Blue Edwards,0.5,0.5,1994-95,29,BOS,31,7,507,83,195,72,152,11,43,43,48,25,40,65,47,19,10,39,64,220,.426,.474,.256,.896,.509,.454,G-F,edwarbl01"
"798,Sam Vincent,0.5,0.5,1986-87,23,BOS,46,5,374,60,136,60,136,0,0,51,55,5,22,27,59,13,1,33,33,171,.441,.441,,.927,.534,.441,G,vincesa01"
"799,Henry Walker,0.5,0.5,2008-09,21,BOS,29,0,216,36,58,36,57,0,1,16,23,8,21,29,13,6,2,18,51,88,.621,.632,.000,.696,.646,.621,F,walkebi01"
"800,Rickey Green,0.5,0.5,1991-92,37,BOS,26,0,367,46,103,45,99,1,4,13,18,3,21,24,68,17,1,18,28,106,.447,.455,.250,.722,.478,.451,G,greenri01"
"801,Gene Guarilia,0.5,0.5,1959-60,22,BOS,48,,423,58,154,58,154,,,29,41,,,85,18,,,,57,145,.377,.377,,.707,.421,.377,F,guarige01"
"802,Kedrick Brown,0.5,0.5,2002-03,21,BOS,51,5,666,61,171,58,132,3,39,20,32,45,95,140,20,34,13,23,68,145,.357,.439,.077,.625,.392,.365,G,brownke01"
"803,Carlos Clark,0.5,0.5,1984-85,24,BOS,62,3,562,64,152,64,147,0,5,41,53,29,40,69,48,35,2,42,66,169,.421,.435,.000,.774,.482,.421,G,clarkca01"
"804,Larry Bird,0.5,0.5,1988-89,32,BOS,6,6,189,49,104,49,104,0,0,18,19,1,36,37,29,6,5,11,18,116,.471,.471,,.947,.516,.471,F,birdla01"
"805,P.J. Brown,0.5,0.5,2007-08,38,BOS,18,0,209,14,41,14,40,0,1,11,16,29,39,68,10,5,8,10,29,39,.341,.350,.000,.688,.406,.341,F-C,brownpj01"
"806,Tacko Fall,0.5,0.5,2020-21,25,BOS,19,0,136,21,29,21,29,0,0,5,15,16,36,52,3,1,20,6,22,47,.724,.724,,.333,.660,.724,C,fallta01"
"807,Gerald Green,0.5,0.5,2005-06,20,BOS,32,3,374,66,138,60,118,6,20,29,37,10,31,41,18,13,4,22,41,167,.478,.508,.300,.784,.541,.500,G-F,greenge01"
"808,Jordan Crawford,0.5,0.5,2012-13,24,BOS,27,2,582,90,217,66,142,24,75,42,53,13,61,74,68,12,2,44,45,246,.415,.465,.320,.792,.512,.470,G,crawfjo02"
"809,Pervis Ellison,0.5,0.5,1999-00,32,BOS,30,5,269,19,43,19,43,0,0,15,21,29,38,67,13,10,8,13,67,53,.442,.442,,.714,.507,.442,F-C,ellispe01"
