"Rk,Player,WS,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional"
"1,Bill Russell,17.3,17.3,1963-64,29,BOS,78,,3482,466,1077,466,1077,,,236,429,,,1930,370,,,,190,1168,.433,.433,,.550,.461,.433,C,russebi01"
"2,Bill Russell,16.9,16.9,1964-65,30,BOS,78,,3466,429,980,429,980,,,244,426,,,1878,410,,,,204,1102,.438,.438,,.573,.472,.438,C,russebi01"
"3,Ed Macauley,15.9,15.9,1950-51,22,BOS,68,,,459,985,459,985,,,466,614,,,616,252,,,,205,1384,.466,.466,,.759,.551,.466,C-F,macaued01"
"4,Larry Bird,15.8,15.8,1985-86,29,BOS,82,81,3113,796,1606,714,1412,82,194,441,492,190,615,805,557,166,51,266,182,2115,.496,.506,.423,.896,.580,.521,F,birdla01"
"5,Larry Bird,15.7,15.7,1984-85,28,BOS,80,77,3161,918,1760,862,1629,56,131,403,457,164,678,842,531,129,98,248,208,2295,.522,.529,.427,.882,.585,.538,F,birdla01"
"6,Bill Russell,15.5,15.5,1961-62,27,BOS,76,,3433,575,1258,575,1258,,,286,481,,,1790,341,,,,207,1436,.457,.457,,.595,.489,.457,C,russebi01"
"7,Larry Bird,15.2,15.2,1986-87,30,BOS,74,73,3005,786,1497,696,1272,90,225,414,455,124,558,682,566,135,70,240,185,2076,.525,.547,.400,.910,.612,.555,F,birdla01"
"8,Larry Bird,15.0,15.0,1987-88,31,BOS,76,75,2965,881,1672,783,1435,98,237,415,453,108,595,703,467,125,57,213,157,2275,.527,.546,.414,.916,.608,.556,F,birdla01"
"9,Kevin McHale,14.8,14.8,1986-87,29,BOS,77,77,3060,790,1307,790,1303,0,4,428,512,247,516,763,198,38,172,197,240,2008,.604,.606,.000,.836,.655,.604,F-C,mchalke01"
"10,Ed Macauley,14.6,14.6,1953-54,25,BOS,71,,2792,462,950,462,950,,,420,554,,,571,271,,,,168,1344,.486,.486,,.758,.563,.486,C-F,macaued01"
"11,Ed Macauley,14.5,14.5,1952-53,24,BOS,69,,2902,451,997,451,997,,,500,667,,,629,280,,,,188,1402,.452,.452,,.750,.543,.452,C-F,macaued01"
"12,Larry Bird,14.0,14.0,1982-83,26,BOS,79,79,2982,747,1481,725,1404,22,77,351,418,193,677,870,458,148,71,240,197,1867,.504,.516,.286,.840,.561,.512,F,birdla01"
"13,Bill Russell,13.8,13.8,1959-60,25,BOS,74,,3146,555,1189,555,1189,,,240,392,,,1778,277,,,,210,1350,.467,.467,,.612,.496,.467,C,russebi01"
"14,Ed Macauley,13.8,13.8,1951-52,23,BOS,66,,2631,384,888,384,888,,,496,621,,,529,232,,,,174,1264,.432,.432,,.799,.544,.432,C-F,macaued01"
"15,Larry Bird,13.6,13.6,1983-84,27,BOS,79,77,3028,758,1542,740,1469,18,73,374,421,181,615,796,520,144,69,237,197,1908,.492,.504,.247,.888,.552,.497,F,birdla01"
"16,Bill Russell,13.5,13.5,1962-63,28,BOS,78,,3500,511,1182,511,1182,,,287,517,,,1843,348,,,,189,1309,.432,.432,,.555,.464,.432,C,russebi01"
"17,Bill Russell,13.0,13.0,1960-61,26,BOS,78,,3458,532,1250,532,1250,,,258,469,,,1868,268,,,,155,1322,.426,.426,,.550,.454,.426,C,russebi01"
"18,Bill Russell,12.9,12.9,1958-59,24,BOS,70,,2979,456,997,456,997,,,256,428,,,1612,222,,,,161,1168,.457,.457,,.598,.493,.457,C,russebi01"
"19,Paul Pierce,12.9,12.9,2001-02,24,BOS,82,82,3302,707,1598,497,1078,210,520,520,643,81,485,566,261,154,86,241,237,2144,.442,.461,.404,.809,.570,.508,F-G,piercpa01"
"20,Kevin Garnett,12.9,12.9,2007-08,31,BOS,71,71,2328,534,990,534,979,0,11,269,336,135,520,655,244,100,89,138,163,1337,.539,.545,.000,.801,.588,.539,F-C,garneke01"
"21,Sam Jones,12.8,12.8,1964-65,31,BOS,80,,2885,821,1818,821,1818,,,428,522,,,411,223,,,,176,2070,.452,.452,,.820,.505,.452,G-F,jonessa01"
"22,Isaiah Thomas,12.5,12.5,2016-17,27,BOS,76,76,2569,682,1473,437,827,245,646,590,649,43,162,205,448,70,13,210,167,2199,.463,.528,.379,.909,.625,.546,G,thomais02"
"23,John Havlicek,12.5,12.5,1970-71,30,BOS,81,,3678,892,1982,892,1982,,,554,677,,,730,607,,,,200,2338,.450,.450,,.818,.513,.450,F-G,havlijo01"
"24,Larry Bird,12.5,12.5,1981-82,25,BOS,77,58,2923,711,1414,700,1362,11,52,328,380,200,637,837,447,143,66,254,244,1761,.503,.514,.212,.863,.557,.507,F,birdla01"
"25,John Havlicek,12.4,12.4,1971-72,31,BOS,82,,3698,897,1957,897,1957,,,458,549,,,672,614,,,,183,2252,.458,.458,,.834,.512,.458,F-G,havlijo01"
"26,Paul Pierce,12.4,12.4,2007-08,30,BOS,80,80,2874,509,1098,366,733,143,365,409,485,53,358,411,363,101,36,221,200,1570,.464,.499,.392,.843,.599,.529,F-G,piercpa01"
"27,Bill Russell,12.2,12.2,1966-67,32,BOS,81,,3297,395,870,395,870,,,285,467,,,1700,472,,,,258,1075,.454,.454,,.610,.500,.454,C,russebi01"
"28,Cedric Maxwell,12.2,12.2,1979-80,24,BOS,80,80,2744,457,750,457,750,0,0,436,554,284,420,704,199,76,61,230,266,1350,.609,.609,,.787,.679,.609,F,maxwece01"
"29,John Havlicek,12.1,12.1,1972-73,32,BOS,80,,3367,766,1704,766,1704,,,370,431,,,567,529,,,,195,1902,.450,.450,,.858,.502,.450,F-G,havlijo01"
"30,Dave Cowens,12.0,12.0,1972-73,24,BOS,82,,3425,740,1637,740,1637,,,204,262,,,1329,333,,,,311,1684,.452,.452,,.779,.481,.452,C-F,cowenda01"
"31,Bailey Howell,11.8,11.8,1966-67,30,BOS,81,,2503,636,1242,636,1242,,,349,471,,,677,103,,,,296,1621,.512,.512,,.741,.559,.512,F,howelba01"
"32,Bill Russell,11.7,11.7,1965-66,31,BOS,78,,3386,391,943,391,943,,,223,405,,,1779,371,,,,221,1005,.415,.415,,.551,.448,.415,C,russebi01"
"33,Cedric Maxwell,11.7,11.7,1978-79,23,BOS,80,,2969,472,808,472,808,,,574,716,272,519,791,228,98,74,273,266,1518,.584,.584,,.802,.676,.584,F,maxwece01"
"34,Paul Pierce,11.6,11.6,2010-11,33,BOS,80,80,2774,507,1021,396,724,111,297,386,449,34,396,430,260,80,51,171,231,1511,.497,.547,.374,.860,.620,.551,F-G,piercpa01"
"35,Paul Pierce,11.5,11.5,2005-06,28,BOS,79,79,3084,689,1462,578,1148,111,314,627,812,77,453,530,375,107,34,273,223,2116,.471,.503,.354,.772,.582,.509,F-G,piercpa01"
"36,Paul Silas,11.5,11.5,1972-73,29,BOS,80,,2618,400,851,400,851,,,266,380,,,1039,251,,,,197,1066,.470,.470,,.700,.523,.470,F-C,silaspa01"
"37,Bill Russell,11.3,11.3,1957-58,23,BOS,69,,2640,456,1032,456,1032,,,230,443,,,1564,202,,,,181,1142,.442,.442,,.519,.465,.442,C,russebi01"
